Vendor,GRAPHTEC Corporation
Model,GL220
Version,Ver1.04
Sampling,5min
Total data points,8376        
Start time,2014-06-17,11:20:14
End time,2014-07-16,13:15:14
Trigger time,2014-06-17,11:20:14
AMP Settings
CH,Signal name,Input,Range,Filter,Span
CH1, "CH1",DC,50V,Off,25.000000,-25.000000,V
CH2, "CH2",DC,50V,Off,25.000000,-25.000000,V
CH3, "CH3",DC,500mV,Off,250.000000,-250.000000,mV
CH4, "CH4",DC,500mV,Off,250.000000,-250.000000,mV
CH5, "CH5",DC,500mV,Off,250.000000,-250.000000,mV
CH6, "CH6",DC,100mV,Off,50.000000,-50.000000,mV
CH7, "CH7",DC,5V,Off,2.500000,-2.500000,V
CH8, "CH8",DC,5V,Off,2.500000,-2.500000,V
CH9, "CH9",DC,5V,Off,2.500000,-2.500000,V
CH10, "CH10",DC,5V,Off,2.500000,-2.500000,V
Logic/Pulse,Off
DataNumber,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1-10,AlarmOut
NO.,Time,ms,V,V,mV,mV,mV,mV,V,V,V,V,A1234567890,A1234
4227,2014-07-02 03:30:14,000,+5.12,+0.39,+62.8,+8.2,+54.2,+3.93,+0.067,-0.453,+0.083,+1.099,LLLLLLLLLL,LLLL
4228,2014-07-02 03:35:14,000,+5.18,+0.38,+63.1,+11.2,+51.8,+7.07,+0.067,-0.474,+0.113,+1.084,LLLLLLLLLL,LLLL
4229,2014-07-02 03:40:14,000,+5.20,+0.36,+50.2,+5.6,+43.6,-1.60,+0.066,-0.070,+0.115,+1.096,LLLLLLLLLL,LLLL
4230,2014-07-02 03:45:14,000,+5.19,+0.41,+52.6,+5.7,+49.1,+11.09,+0.066,-0.281,+0.119,+1.083,LLLLLLLLLL,LLLL
4231,2014-07-02 03:50:14,000,+5.21,+0.34,+50.1,-2.3,+51.8,+0.12,+0.066,-0.302,+0.129,+1.096,LLLLLLLLLL,LLLL
4232,2014-07-02 03:55:14,000,+5.19,+0.36,+50.2,+11.2,+38.5,-0.69,+0.066,-0.007,+0.120,+1.078,LLLLLLLLLL,LLLL
4233,2014-07-02 04:00:14,000,+5.22,+0.37,+60.5,+11.0,+49.1,+10.56,+0.067,+0.017,+0.118,+1.091,LLLLLLLLLL,LLLL
4234,2014-07-02 04:05:14,000,+5.25,+0.35,+57.7,+8.0,+46.4,+0.91,+0.066,-0.229,+0.144,+1.113,LLLLLLLLLL,LLLL
4235,2014-07-02 04:10:14,000,+5.23,+0.34,+50.1,+8.0,+41.2,+0.73,+0.066,-0.427,+0.178,+1.086,LLLLLLLLLL,LLLL
4236,2014-07-02 04:15:14,000,+5.21,+0.38,+52.6,+2.8,+49.1,+8.66,+0.067,-0.341,+0.178,+1.099,LLLLLLLLLL,LLLL
4237,2014-07-02 04:20:14,000,+5.20,+0.32,+52.7,+5.5,+46.4,-1.36,+0.067,-0.406,+0.146,+1.086,LLLLLLLLLL,LLLL
4238,2014-07-02 04:25:14,000,+5.19,+0.39,+50.0,+3.0,+46.5,+10.27,+0.066,-0.141,+0.149,+1.707,LLLLLLLLLL,LLLL
4239,2014-07-02 04:30:14,000,+5.21,+0.36,+47.5,+2.9,+43.7,+6.70,+0.066,-0.109,+0.154,+1.091,LLLLLLLLLL,LLLL
4240,2014-07-02 04:35:14,000,+5.24,+0.33,+55.0,+11.2,+43.8,-5.75,+0.066,-0.276,+0.144,+1.087,LLLLLLLLLL,LLLL
4241,2014-07-02 04:40:14,000,+5.29,+0.30,+71.0,+5.3,+64.7,-0.09,+0.069,-0.297,+0.166,+1.083,LLLLLLLLLL,LLLL
4242,2014-07-02 04:45:14,000,+5.35,+0.30,+60.2,+5.5,+54.1,+3.04,+0.069,-0.059,+0.185,+1.067,LLLLLLLLLL,LLLL
4243,2014-07-02 04:50:14,000,+5.26,+0.38,+62.8,+5.5,+59.4,+14.26,+0.069,-0.318,+0.214,+1.078,LLLLLLLLLL,LLLL
4244,2014-07-02 04:55:14,000,+5.28,+0.31,+73.7,-5.0,+77.3,-3.45,+0.069,-0.024,+0.187,+1.120,LLLLLLLLLL,LLLL
4245,2014-07-02 05:00:14,000,+5.29,+0.34,+91.9,+2.8,+87.9,+11.93,+0.069,-0.013,+0.161,+1.075,LLLLLLLLLL,LLLL
4246,2014-07-02 05:05:14,000,+5.30,+0.34,+73.5,+13.7,+56.5,-1.50,+0.069,-0.224,+0.180,+1.182,LLLLLLLLLL,LLLL
4247,2014-07-02 05:10:14,000,+5.34,+0.33,+78.8,+0.1,+77.2,+10.70,+0.069,-0.226,+0.207,+1.072,LLLLLLLLLL,LLLL
4248,2014-07-02 05:15:14,000,+5.38,+0.34,+78.7,+2.9,+75.3,-0.58,+0.069,-0.263,+0.210,+1.166,LLLLLLLLLL,LLLL
4249,2014-07-02 05:20:14,000,+5.47,+0.32,+81.4,+0.1,+79.8,+8.92,+0.069,-0.075,+0.183,+1.070,LLLLLLLLLL,LLLL
4250,2014-07-02 05:25:14,000,+5.49,+0.36,+73.6,+0.1,+72.5,+2.49,+0.072,-0.080,+0.159,+1.136,LLLLLLLLLL,LLLL
4251,2014-07-02 05:30:14,000,+5.53,+0.32,+81.2,-2.4,+82.6,+8.54,+0.072,-0.466,+0.168,+1.072,LLLLLLLLLL,LLLL
4252,2014-07-02 05:35:14,000,+5.57,+0.36,+76.2,+5.5,+69.9,+2.96,+0.072,-0.166,+0.187,+1.099,LLLLLLLLLL,LLLL
4253,2014-07-02 05:40:14,000,+5.65,+0.32,+76.1,+2.8,+75.3,+9.58,+0.072,-0.365,+0.229,+1.070,LLLLLLLLLL,LLLL
4254,2014-07-02 05:45:14,000,+5.64,+0.35,+78.8,+0.2,+77.2,+2.29,+0.072,+0.043,+0.234,+1.089,LLLLLLLLLL,LLLL
4255,2014-07-02 05:50:14,000,+5.69,+0.31,+81.2,+2.8,+77.3,+9.80,+0.072,+0.025,+0.268,+1.070,LLLLLLLLLL,LLLL
4256,2014-07-02 05:55:14,000,+5.70,+0.34,+73.5,+2.9,+70.1,-0.73,+0.072,-0.237,+0.278,+1.082,LLLLLLLLLL,LLLL
4257,2014-07-02 06:00:14,000,+5.71,+0.31,+73.6,+0.4,+72.7,+10.36,+0.072,-0.138,+0.281,+1.070,LLLLLLLLLL,LLLL
4258,2014-07-02 06:05:14,000,+5.70,+0.35,+78.6,+7.9,+67.3,+0.15,+0.072,-0.256,+0.261,+1.081,LLLLLLLLLL,LLLL
4259,2014-07-02 06:10:14,000,+5.72,+0.33,+89.2,+2.7,+88.0,+9.69,+0.072,-0.229,+0.232,+1.073,LLLLLLLLLL,LLLL
4260,2014-07-02 06:15:14,000,+5.70,+0.33,+89.4,+11.2,+77.2,+1.55,+0.073,-0.224,+0.207,+1.079,LLLLLLLLLL,LLLL
4261,2014-07-02 06:20:14,000,+5.73,+0.34,+91.8,+11.1,+79.9,+7.24,+0.076,-0.158,+0.180,+1.078,LLLLLLLLLL,LLLL
4262,2014-07-02 06:25:14,000,+5.69,+0.36,+89.2,+13.7,+75.1,+2.52,+0.076,-0.245,+0.146,+1.083,LLLLLLLLLL,LLLL
4263,2014-07-02 06:30:14,000,+5.69,+0.36,+102.1,+21.5,+79.8,+5.28,+0.076,-0.356,+0.129,+2.599,LLLLLLLLLL,LLLL
4264,2014-07-02 06:35:14,000,+5.60,+0.39,+84.0,+11.1,+75.2,+2.19,+0.076,-0.351,+0.142,+1.078,LLLLLLLLLL,LLLL
4265,2014-07-02 06:40:14,000,+5.54,+0.34,+73.7,+5.4,+69.9,+5.05,+0.074,-0.278,+0.168,+1.078,LLLLLLLLLL,LLLL
4266,2014-07-02 06:45:14,000,+5.54,+0.38,+84.0,+11.2,+75.3,+5.43,+0.076,-0.218,+0.176,+1.086,LLLLLLLLLL,LLLL
4267,2014-07-02 06:50:14,000,+5.54,+0.37,+89.3,+8.2,+82.6,+4.33,+0.079,-0.166,+0.182,+0.962,LLLLLLLLLL,LLLL
4268,2014-07-02 06:55:14,000,+5.52,+0.42,+94.4,+13.7,+82.7,+6.08,+0.079,-0.234,+0.142,+1.091,LLLLLLLLLL,LLLL
4269,2014-07-02 07:00:14,000,+5.53,+0.42,+99.5,+11.0,+88.0,+1.39,+0.082,-0.117,+0.166,+1.099,LLLLLLLLLL,LLLL
4270,2014-07-02 07:05:14,000,+5.51,+0.44,+117.8,+13.7,+100.4,+5.13,+0.082,-0.304,+0.176,+1.094,LLLLLLLLLL,LLLL
4271,2014-07-02 07:10:14,000,+5.43,+0.50,+115.2,+8.1,+105.8,+12.89,+0.084,-0.419,+0.187,+1.164,LLLLLLLLLL,LLLL
4272,2014-07-02 07:15:14,000,+5.37,+0.45,+107.6,+8.1,+97.8,-2.50,+0.082,-0.357,+0.205,+1.089,LLLLLLLLLL,LLLL
4273,2014-07-02 07:20:14,000,+5.29,+0.42,+99.5,+5.4,+95.7,+3.75,+0.082,-0.133,+0.193,+1.236,LLLLLLLLLL,LLLL
4274,2014-07-02 07:25:14,000,+5.18,+0.46,+94.4,+11.2,+82.4,+12.22,+0.082,+0.017,+0.195,+1.094,LLLLLLLLLL,LLLL
4275,2014-07-02 07:30:14,000,+5.12,+0.42,+86.6,+8.1,+77.4,+3.70,+0.079,-0.181,+0.161,+1.215,LLLLLLLLLL,LLLL
4276,2014-07-02 07:35:14,000,+5.07,+0.48,+94.4,+0.3,+95.9,+11.00,+0.082,-0.023,+0.129,+1.094,LLLLLLLLLL,LLLL
4277,2014-07-02 07:40:14,000,+5.03,+0.50,+94.4,+0.2,+90.7,+4.57,+0.082,-0.130,+0.098,+1.175,LLLLLLLLLL,LLLL
4278,2014-07-02 07:45:14,000,+4.99,+0.58,+86.8,+0.2,+88.1,+13.33,+0.082,-0.310,+0.110,+1.091,LLLLLLLLLL,LLLL
4279,2014-07-02 07:50:14,000,+4.94,+0.56,+102.2,+8.0,+93.3,-1.82,+0.082,-0.399,+0.112,+1.125,LLLLLLLLLL,LLLL
4280,2014-07-02 07:55:14,000,+4.93,+0.66,+94.5,+11.3,+82.6,+14.76,+0.085,-0.453,+0.051,+1.089,LLLLLLLLLL,LLLL
4281,2014-07-02 08:00:14,000,+4.89,+0.59,+112.9,+29.4,+82.6,-5.71,+0.084,+0.028,+0.049,+1.115,LLLLLLLLLL,LLLL
4282,2014-07-02 08:05:14,000,+4.81,+0.67,+94.4,+13.8,+80.2,+15.04,+0.084,-0.036,+0.076,+1.096,LLLLLLLLLL,LLLL
4283,2014-07-02 08:10:14,000,+4.77,+0.61,+78.6,+8.1,+72.9,-3.19,+0.082,-0.200,+0.125,+1.099,LLLLLLLLLL,LLLL
4284,2014-07-02 08:15:14,000,+4.72,+0.64,+104.7,+19.1,+85.2,+13.33,+0.082,-0.312,+0.183,+1.086,LLLLLLLLLL,LLLL
4285,2014-07-02 08:20:14,000,+4.72,+0.65,+115.3,+13.7,+100.5,-5.37,+0.087,-0.195,+0.190,+1.101,LLLLLLLLLL,LLLL
4286,2014-07-02 08:25:14,000,+4.72,+0.76,+120.6,+8.2,+111.2,+14.29,+0.089,-0.074,+0.173,+1.101,LLLLLLLLLL,LLLL
4287,2014-07-02 08:30:14,000,+4.73,+0.74,+110.0,+2.9,+105.9,-3.33,+0.087,-0.341,+0.173,+1.104,LLLLLLLLLL,LLLL
4288,2014-07-02 08:35:14,000,+4.70,+0.73,+86.7,+8.1,+77.4,+13.41,+0.085,-0.074,+0.173,+1.119,LLLLLLLLLL,LLLL
4289,2014-07-02 08:40:14,000,+4.66,+0.61,+83.8,+13.7,+67.2,-3.51,+0.082,-0.242,+0.161,+1.101,LLLLLLLLLL,LLLL
4290,2014-07-02 08:45:14,000,+4.65,+0.62,+99.5,+8.1,+90.6,+8.00,+0.085,-0.373,+0.134,+1.486,LLLLLLLLLL,LLLL
4291,2014-07-02 08:50:14,000,+4.63,+0.78,+136.1,+21.3,+116.2,+4.47,+0.089,-0.141,+0.095,+1.117,LLLLLLLLLL,LLLL
4292,2014-07-02 08:55:14,000,+4.63,+0.75,+128.2,+18.9,+105.8,-1.98,+0.092,+0.115,+0.076,+1.143,LLLLLLLLLL,LLLL
4293,2014-07-02 09:00:14,000,+4.65,+0.69,+99.5,+5.4,+93.3,+6.58,+0.085,-0.297,+0.066,+1.120,LLLLLLLLLL,LLLL
4294,2014-07-02 09:05:14,000,+4.62,+0.70,+107.5,+8.2,+97.9,+13.13,+0.082,-0.409,+0.059,+1.102,LLLLLLLLLL,LLLL
4295,2014-07-02 09:10:14,000,+4.70,+0.82,+149.2,+29.4,+119.2,-4.00,+0.089,+0.115,+0.107,+1.097,LLLLLLLLLL,LLLL
4296,2014-07-02 09:15:14,000,+4.70,+0.83,+164.8,+31.9,+132.4,+5.00,+0.095,-0.039,+0.161,+1.098,LLLLLLLLLL,LLLL
4297,2014-07-02 09:20:14,000,+4.65,+0.80,+123.0,+8.1,+113.7,+13.62,+0.089,-0.240,+0.158,+1.091,LLLLLLLLLL,LLLL
4298,2014-07-02 09:25:14,000,+4.64,+0.65,+96.8,+8.1,+87.9,-4.38,+0.084,-0.226,+0.120,+1.429,LLLLLLLLLL,LLLL
4299,2014-07-02 09:30:14,000,+4.55,+0.78,+102.0,+5.5,+95.9,+7.10,+0.082,-0.166,+0.144,+1.109,LLLLLLLLLL,LLLL
4300,2014-07-02 09:35:14,000,+4.56,+0.81,+110.0,+16.4,+93.2,+13.33,+0.084,-0.268,+0.163,+1.373,LLLLLLLLLL,LLLL
4301,2014-07-02 09:40:14,000,+4.60,+0.83,+130.8,+11.1,+119.2,-4.79,+0.087,-0.341,+0.193,+1.113,LLLLLLLLLL,LLLL
4302,2014-07-02 09:45:14,000,+4.63,+0.87,+123.0,+16.2,+105.6,+3.73,+0.089,-0.044,+0.180,+1.361,LLLLLLLLLL,LLLL
4303,2014-07-02 09:50:14,000,+4.61,+0.91,+104.7,+8.1,+96.0,+16.27,+0.085,-0.398,+0.137,+1.113,LLLLLLLLLL,LLLL
4304,2014-07-02 09:55:14,000,+4.60,+0.77,+78.6,+2.8,+72.5,-1.31,+0.082,+0.096,+0.151,+1.199,LLLLLLLLLL,LLLL
4305,2014-07-02 10:00:14,000,+4.62,+0.77,+78.7,+13.8,+64.5,+7.71,+0.079,-0.468,+0.166,+1.097,LLLLLLLLLL,LLLL
4306,2014-07-02 10:05:14,000,+4.58,+0.70,+60.4,+5.5,+54.1,+8.98,+0.076,-0.304,+0.156,+1.157,LLLLLLLLLL,LLLL
4307,2014-07-02 10:10:14,000,+4.58,+0.70,+78.7,+11.1,+67.3,-1.11,+0.076,+0.001,+0.171,+1.117,LLLLLLLLLL,LLLL
4308,2014-07-02 10:15:14,000,+4.58,+0.68,+52.4,+8.1,+43.6,+5.76,+0.074,-0.302,+0.161,+1.133,LLLLLLLLLL,LLLL
4309,2014-07-02 10:20:14,000,+4.60,+0.68,+115.2,+26.9,+90.4,+6.66,+0.073,+0.045,+0.141,+1.099,LLLLLLLLLL,LLLL
4310,2014-07-02 10:25:14,000,+4.62,+0.77,+133.5,+16.4,+116.4,+6.87,+0.082,-0.277,+0.127,+1.101,LLLLLLLLLL,LLLL
4311,2014-07-02 10:30:14,000,+4.61,+0.79,+178.5,+42.4,+135.0,+14.67,+0.085,-0.112,+0.139,+1.094,LLLLLLLLLL,LLLL
4312,2014-07-02 10:35:14,000,+4.63,+0.81,+123.1,+2.7,+119.2,+2.02,+0.087,-0.526,+0.135,+1.133,LLLLLLLLLL,LLLL
4313,2014-07-02 10:40:14,000,+4.61,+0.74,+162.2,+24.1,+137.6,+13.97,+0.082,-0.370,+0.146,+0.950,LLLLLLLLLL,LLLL
4314,2014-07-02 10:45:14,000,+4.68,+0.96,+157.2,+21.4,+137.7,-5.66,+0.098,-0.372,+0.120,+1.125,LLLLLLLLLL,LLLL
4315,2014-07-02 10:50:14,000,+4.69,+0.79,+136.2,+8.1,+127.0,+1.97,+0.089,-0.195,+0.129,+1.130,LLLLLLLLLL,LLLL
4316,2014-07-02 10:55:14,000,+4.74,+0.66,+107.7,+5.5,+103.1,+2.94,+0.087,-0.242,+0.149,+1.115,LLLLLLLLLL,LLLL
4317,2014-07-02 11:00:14,000,+4.78,+0.72,+149.5,+16.3,+129.6,+4.33,+0.089,-0.294,+0.176,+2.996,LLLLLLLLLL,LLLL
4318,2014-07-02 11:05:14,000,+4.76,+0.65,+94.4,+2.7,+87.8,+5.11,+0.085,-0.276,+0.210,+1.113,LLLLLLLLLL,LLLL
4319,2014-07-02 11:10:14,000,+4.77,+0.70,+91.6,+5.4,+84.9,+6.17,+0.082,-0.115,+0.251,+1.099,LLLLLLLLLL,LLLL
4320,2014-07-02 11:15:14,000,+4.80,+0.67,+110.1,+5.4,+103.0,+5.91,+0.079,-0.213,+0.278,+1.096,LLLLLLLLLL,LLLL
4321,2014-07-02 11:20:14,000,+4.82,+0.68,+107.5,+5.4,+100.6,+5.76,+0.084,-0.147,+0.309,+0.929,LLLLLLLLLL,LLLL
4322,2014-07-02 11:25:14,000,+4.86,+0.73,+94.4,+13.5,+80.0,+6.11,+0.082,+0.048,+0.337,+1.097,LLLLLLLLLL,LLLL
4323,2014-07-02 11:30:14,000,+4.83,+0.65,+78.6,+7.9,+70.0,+7.24,+0.079,-0.205,+0.361,+1.138,LLLLLLLLLL,LLLL
4324,2014-07-02 11:35:14,000,+4.74,+0.60,+89.0,+13.7,+72.7,+7.07,+0.079,-0.077,+0.351,+1.115,LLLLLLLLLL,LLLL
4325,2014-07-02 11:40:14,000,+4.74,+0.66,+130.7,+8.1,+121.8,+6.78,+0.082,+0.022,+0.334,+1.266,LLLLLLLLLL,LLLL
4326,2014-07-02 11:45:14,000,+4.71,+0.61,+104.6,+13.7,+90.5,+6.32,+0.082,-0.226,+0.295,+1.091,LLLLLLLLLL,LLLL
4327,2014-07-02 11:50:14,000,+4.66,+0.63,+81.4,+2.8,+77.3,+7.27,+0.079,-0.101,+0.276,+1.330,LLLLLLLLLL,LLLL
4328,2014-07-02 11:55:14,000,+4.63,+0.61,+86.6,+2.8,+82.5,+7.56,+0.079,-0.445,+0.276,+1.103,LLLLLLLLLL,LLLL
4329,2014-07-02 12:00:14,000,+4.59,+0.61,+70.8,-4.9,+75.3,+7.97,+0.079,-0.136,+0.210,+1.254,LLLLLLLLLL,LLLL
4330,2014-07-02 12:05:14,000,+4.46,+0.55,+73.4,+13.7,+59.2,+7.71,+0.076,-0.367,+0.151,+1.105,LLLLLLLLLL,LLLL
4331,2014-07-02 12:10:14,000,+4.50,+0.57,+76.0,+8.1,+67.2,+8.29,+0.076,-0.062,+0.107,+1.196,LLLLLLLLLL,LLLL
4332,2014-07-02 12:15:14,000,+4.53,+0.55,+62.8,+5.4,+56.7,+8.22,+0.076,-0.326,+0.086,+1.091,LLLLLLLLLL,LLLL
4333,2014-07-02 12:20:14,000,+4.52,+0.55,+65.7,+5.3,+59.2,+8.17,+0.074,-0.261,+0.076,+1.117,LLLLLLLLLL,LLLL
4334,2014-07-02 12:25:14,000,+4.48,+0.54,+78.6,+8.1,+69.8,+8.26,+0.074,-0.403,+0.071,+1.083,LLLLLLLLLL,LLLL
4335,2014-07-02 12:30:14,000,+4.44,+0.54,+70.8,+18.8,+51.5,+7.12,+0.076,-0.023,+0.061,+1.117,LLLLLLLLLL,LLLL
4336,2014-07-02 12:35:14,000,+4.40,+0.52,+68.5,+11.1,+56.7,+7.65,+0.074,-0.237,+0.046,+1.094,LLLLLLLLLL,LLLL
4337,2014-07-02 12:40:14,000,+4.39,+0.49,+65.8,+11.0,+54.1,+8.05,+0.074,-0.208,+0.034,+1.109,LLLLLLLLLL,LLLL
4338,2014-07-02 12:45:14,000,+4.37,+0.50,+62.8,+8.0,+51.4,+7.39,+0.076,-0.229,+0.071,+1.089,LLLLLLLLLL,LLLL
4339,2014-07-02 12:50:14,000,+4.37,+0.50,+81.3,+8.1,+72.5,+6.96,+0.076,-0.218,+0.100,+1.096,LLLLLLLLLL,LLLL
4340,2014-07-02 12:55:14,000,+4.36,+0.56,+78.7,+13.9,+64.4,+7.07,+0.076,-0.059,+0.142,+1.425,LLLLLLLLLL,LLLL
4341,2014-07-02 13:00:14,000,+4.36,+0.53,+76.1,+5.5,+67.2,+8.75,+0.076,-0.409,+0.129,+1.104,LLLLLLLLLL,LLLL
4342,2014-07-02 13:05:14,000,+4.34,+0.53,+73.6,+5.3,+69.9,+7.24,+0.074,-0.160,+0.139,+1.119,LLLLLLLLLL,LLLL
4343,2014-07-02 13:10:14,000,+4.33,+0.53,+65.9,+5.4,+59.4,+7.39,+0.074,-0.131,+0.134,+1.099,LLLLLLLLLL,LLLL
4344,2014-07-02 13:15:14,000,+4.32,+0.51,+60.2,+5.4,+56.6,+7.36,+0.074,-0.218,+0.129,+3.923,LLLLLLLLLL,LLLL
4345,2014-07-02 13:20:14,000,+4.32,+0.55,+71.0,+0.2,+69.9,+6.78,+0.076,+0.009,+0.127,+1.090,LLLLLLLLLL,LLLL
4346,2014-07-02 13:25:14,000,+4.30,+0.48,+73.4,+7.8,+64.5,+6.43,+0.074,-0.263,+0.134,+1.096,LLLLLLLLLL,LLLL
4347,2014-07-02 13:30:14,000,+4.33,+0.60,+86.7,+5.3,+79.8,+6.83,+0.079,-0.307,+0.144,+1.091,LLLLLLLLLL,LLLL
4348,2014-07-02 13:35:14,000,+4.31,+0.58,+83.8,+16.4,+67.2,+5.70,+0.079,-0.245,+0.134,+1.068,LLLLLLLLLL,LLLL
4349,2014-07-02 13:40:14,000,+4.32,+0.62,+65.6,+0.2,+67.2,+8.86,+0.076,+0.180,+0.127,+1.104,LLLLLLLLLL,LLLL
4350,2014-07-02 13:45:14,000,+4.30,+0.60,+76.2,+5.5,+69.9,+10.77,+0.079,-0.526,+0.115,+1.171,LLLLLLLLLL,LLLL
4351,2014-07-02 13:50:14,000,+4.27,+0.59,+86.7,+8.0,+77.2,+8.37,+0.076,-0.115,+0.149,+1.104,LLLLLLLLLL,LLLL
4352,2014-07-02 13:55:14,000,+4.31,+0.58,+57.5,+5.5,+51.5,+5.28,+0.076,-0.034,+0.153,+1.280,LLLLLLLLLL,LLLL
4353,2014-07-02 14:00:14,000,+4.33,+0.50,+57.6,+8.1,+48.9,+6.52,+0.074,-0.237,+0.120,+1.094,LLLLLLLLLL,LLLL
4354,2014-07-02 14:05:14,000,+4.32,+0.51,+62.9,+8.0,+54.2,+5.87,+0.076,-0.044,+0.105,+1.232,LLLLLLLLLL,LLLL
4355,2014-07-02 14:10:14,000,+4.29,+0.51,+55.0,+5.4,+48.8,+6.29,+0.074,-0.385,+0.086,+1.079,LLLLLLLLLL,LLLL
4356,2014-07-02 14:15:14,000,+4.29,+0.53,+71.0,-2.6,+72.5,+5.08,+0.076,-0.271,+0.049,+1.202,LLLLLLLLLL,LLLL
4357,2014-07-02 14:20:14,000,+4.29,+0.58,+65.8,+5.5,+59.3,+9.29,+0.076,+0.009,+0.047,+1.083,LLLLLLLLLL,LLLL
4358,2014-07-02 14:25:14,000,+4.30,+0.69,+89.2,+5.3,+79.9,+14.73,+0.079,-0.234,+0.078,+1.205,LLLLLLLLLL,LLLL
4359,2014-07-02 14:30:14,000,+4.33,+0.65,+91.9,+5.4,+85.2,-0.88,+0.082,-0.192,+0.124,+1.081,LLLLLLLLLL,LLLL
4360,2014-07-02 14:35:14,000,+4.33,+0.65,+96.8,+5.4,+90.6,+5.85,+0.081,-0.318,+0.142,+1.132,LLLLLLLLLL,LLLL
4361,2014-07-02 14:40:14,000,+4.32,+0.71,+78.8,+11.0,+67.4,+14.94,+0.082,+0.059,+0.171,+1.083,LLLLLLLLLL,LLLL
4362,2014-07-02 14:45:14,000,+4.33,+0.73,+78.7,+7.9,+70.0,-2.00,+0.082,+0.080,+0.170,+1.117,LLLLLLLLLL,LLLL
4363,2014-07-02 14:50:14,000,+4.30,+0.64,+104.9,+13.7,+90.6,+7.45,+0.079,-0.147,+0.220,+1.086,LLLLLLLLLL,LLLL
4364,2014-07-02 14:55:14,000,+4.32,+0.75,+86.6,+11.0,+75.4,+12.44,+0.082,-0.258,+0.246,+1.109,LLLLLLLLLL,LLLL
4365,2014-07-02 15:00:14,000,+4.33,+0.63,+110.1,+13.8,+97.8,-3.77,+0.082,+0.017,+0.207,+1.089,LLLLLLLLLL,LLLL
4366,2014-07-02 15:05:14,000,+4.32,+0.64,+84.1,+0.2,+85.4,+10.35,+0.084,-0.304,+0.180,+1.105,LLLLLLLLLL,LLLL
4367,2014-07-02 15:10:14,000,+4.29,+0.61,+112.8,+18.7,+93.0,+10.20,+0.084,-0.192,+0.158,+1.091,LLLLLLLLLL,LLLL
4368,2014-07-02 15:15:14,000,+4.30,+0.61,+94.4,+11.2,+82.5,-3.02,+0.085,-0.018,+0.122,+1.102,LLLLLLLLLL,LLLL
4369,2014-07-02 15:20:14,000,+4.29,+0.69,+94.4,+8.0,+85.2,+11.94,+0.085,-0.221,+0.113,+1.103,LLLLLLLLLL,LLLL
4370,2014-07-02 15:25:14,000,+4.29,+0.69,+99.5,+5.3,+95.8,+9.19,+0.087,-0.176,+0.137,+1.104,LLLLLLLLLL,LLLL
4371,2014-07-02 15:30:14,000,+4.30,+0.67,+102.2,+13.6,+87.8,-4.16,+0.084,-0.269,+0.134,+1.134,LLLLLLLLLL,LLLL
4372,2014-07-02 15:35:14,000,+4.29,+0.58,+107.5,+16.2,+90.6,+5.41,+0.084,-0.146,+0.115,+1.099,LLLLLLLLLL,LLLL
4373,2014-07-02 15:40:14,000,+4.29,+0.69,+84.0,-2.4,+85.3,+15.85,+0.084,-0.192,+0.115,+1.123,LLLLLLLLLL,LLLL
4374,2014-07-02 15:45:14,000,+4.32,+0.60,+76.1,+11.0,+67.4,+0.67,+0.082,-0.183,+0.130,+1.094,LLLLLLLLLL,LLLL
4375,2014-07-02 15:50:14,000,+4.33,+0.64,+91.7,+7.9,+82.6,+2.82,+0.084,-0.307,+0.142,+1.419,LLLLLLLLLL,LLLL
4376,2014-07-02 15:55:14,000,+4.32,+0.69,+89.2,+2.6,+85.2,+15.30,+0.084,-0.173,+0.132,+1.086,LLLLLLLLLL,LLLL
4377,2014-07-02 16:00:14,000,+4.34,+0.65,+138.6,+18.9,+119.1,+2.82,+0.089,-0.070,+0.129,+1.091,LLLLLLLLLL,LLLL
4378,2014-07-02 16:05:14,000,+4.36,+0.68,+102.2,+2.7,+95.9,+2.08,+0.089,-0.184,+0.105,+1.081,LLLLLLLLLL,LLLL
4379,2014-07-02 16:10:14,000,+4.34,+0.69,+115.3,+18.9,+96.0,+16.09,+0.084,-0.203,+0.117,+1.094,LLLLLLLLLL,LLLL
4380,2014-07-02 16:15:14,000,+4.40,+0.66,+73.9,-5.1,+77.2,-0.79,+0.087,-0.437,+0.163,+1.075,LLLLLLLLLL,LLLL
4381,2014-07-02 16:20:14,000,+4.41,+0.64,+102.2,+5.2,+98.0,+10.88,+0.085,-0.281,+0.232,+1.193,LLLLLLLLLL,LLLL
4382,2014-07-02 16:25:14,000,+4.44,+0.66,+89.0,+8.0,+77.4,+4.08,+0.087,-0.307,+0.344,+1.067,LLLLLLLLLL,LLLL
4383,2014-07-02 16:30:14,000,+4.43,+0.66,+94.5,+13.4,+80.0,+2.14,+0.087,-0.160,+0.378,+1.321,LLLLLLLLLL,LLLL
4384,2014-07-02 16:35:14,000,+4.42,+0.74,+107.6,+5.3,+97.8,+16.14,+0.089,-0.278,+0.400,+1.077,LLLLLLLLLL,LLLL
4385,2014-07-02 16:40:14,000,+4.46,+0.80,+120.6,+2.7,+119.2,-3.30,+0.098,-0.085,+0.417,+1.331,LLLLLLLLLL,LLLL
